Emotions,Path
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_shawl_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_wag_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_sour_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_hush_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_shout_angry.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_19/03-01-05-02-01-01-19.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_rag_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-01-01-01-02-17.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_thought_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/KL_su04.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_d05.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_void_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_love_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_dime_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_road_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_lease_fear.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_haze_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JK_f01.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_jail_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_pass_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_search_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_life_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_vine_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_11/03-01-02-01-01-02-11.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_su01.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_18/03-01-03-02-01-01-18.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_cab_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_yearn_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_raise_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-01-02.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_01/03-01-01-01-02-01-01.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-02-06.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_10/03-01-06-02-02-02-10.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_21/03-01-03-01-02-02-21.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_su15.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_kick_ps.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_ripe_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_sail_disgust.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_f12.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_moon_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_rough_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_16/03-01-02-02-01-02-16.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_n10.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_15/03-01-02-02-01-02-15.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_dog_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_chief_ps.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_vote_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_far_angry.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_pearl_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_voice_ps.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_name_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_phone_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_south_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_pain_fear.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_raid_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_chalk_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_pick_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_burn_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_04/03-01-02-02-02-02-04.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-02-04.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_fit_angry.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_chief_sad.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_wire_sad.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_seize_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_room_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_tell_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_rain_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/KL_sa11.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_learn_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_h15.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-01-06.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_thumb_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_cause_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_21/03-01-08-01-02-02-21.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/KL_h14.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-01-05.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_fail_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_doll_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-02-02-01-01-17.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_said_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_goal_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_reach_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_lid_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-01-01.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_13/03-01-06-01-01-01-13.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_10/03-01-08-01-02-02-10.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_14/03-01-02-01-01-02-14.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_a06.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_dodge_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_page_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_n07.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_24/03-01-02-02-01-02-24.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_tip_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_n20.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_07/03-01-01-01-01-01-07.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_09/03-01-08-02-01-01-09.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_sub_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_limb_ps.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JK_h11.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_lease_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_mob_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_said_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_cool_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_13/03-01-08-01-02-02-13.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_yes_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/KL_n06.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_hit_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_11/03-01-07-02-01-01-11.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_sail_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_far_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_when_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_doll_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-04-01-01-01-17.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_09/03-01-01-01-02-01-09.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_sa05.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_base_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_15/03-01-08-01-02-01-15.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_search_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_lose_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_rot_fear.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_have_disgust.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_team_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_laud_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_came_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_hire_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_23/03-01-03-02-02-02-23.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_rain_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_ton_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_bean_neutral.wav
